"""id"";""code"";""name"";""description"""
"""171"";""23.69.Z"";""Produkcja pozostałych wyrobów z betonu, gipsu i cementu"";""<body><h2>23.69.Z</h2><p>Podklasa ta obejmuje produkcję pozostałych wyrobów z betonu, gipsu, cementu lub ze sztucznego kamienia, takich jak: </p><ul><li>posągi, rzeźby, płaskorzeźby, meble, wazony, doniczki itp. </li></ul></body>"""
"""172"";""23.70.Z"";""Cięcie, formowanie i wykańczanie kamienia"";""<body><h2>23.70.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>cięcie, formowanie i wykańczanie kamienia dla budownictwa, drogownictwa, dekarstwa, do wykonywania nagrobków na cmentarzach itp., </li><li>produkcję mebli z kamienia, </li><li>wykonywanie posągów innych niż artystyczne. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności kamieniołomów, wydobywania, cięcia i wstępnej obróbki kamienia, sklasyfikowanej w 08.11.Z, </li><li>produkcji kamieni młyńskich, kamieni ściernych i podobnych wyrobów, sklasyfikowanej w odpowiednich podklasach grupy 23.9, </li><li>wykonywania posągów przez indywidualnych artystów, sklasyfikowanego w 90.03.Z. </li></ul></body>"""
"""173"";""23.91.Z"";""Produkcja wyrobów ściernych"";""<body><h2>23.91.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję kamieni młyńskich, kamieni do ostrzenia i polerowania oraz naturalnych lub sztucznych materiałów ściernych, włączając materiały ścierne na podłożu miękkim (np. papier ścierny). </li></ul></body>"""
"""174"";""23.99.Z"";""Produkcja pozostałych wyrobów z mineralnych surowców niemetalicznych, gdzie indziej niesklasyfikowana"";""<body><h2>23.99.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję materiałów ciernych i wyrobów z nich, wykonanych na bazie substancji mineralnych lub celulozy, niezamontowanych, </li><li>produkcję izolacyjnych materiałów mineralnych, takich jak: </li></ul><ol><li>wełna mineralna, żużlowa i podobne materiały, złuszczony wermikulit, spieniona glina oraz podobne materiały termoizolacyjne i dźwiękochłonne, </li></ol><ul><li>produkcję wyrobów z różnych substancji mineralnych, takich jak: </li></ul><ol><li>mika, mika aktywna, torf, grafit (wyroby inne niż elektryczne) itp., </li></ol><ul><li>produkcję wyrobów z asfaltu lub podobnych materiałów (np. lepiszczy na bazie asfaltu, paku węglowego itp.), </li><li>produkcję włókna węglowego i grafitowego oraz wyrobów z nich, z wyłączeniem elektrod i osprzętu elektrycznego, </li><li>produkcję sztucznego korundu. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji ziemi ogrodniczej zawierającej torf jako główny składnik, sklasyfikowanej w 20.15.Z, </li><li>produkcji waty szklanej i wyrobów wykonanych z materiałów nietkanych z włókien szklanych, sklasyfikowanej w 23.14.Z, </li><li>produkcji elektrod grafitowych, sklasyfikowanej w 27.90.Z, </li><li>produkcji uszczelek węglowych i grafitowych, sklasyfikowanej w 28.29.Z. </li></ul></body>"""
"""175"";""24.10.Z"";""Produkcja surówki, żelazostopów, żeliwa i stali oraz wyrobów hutniczych"";""<body><h2>24.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>obsługę wielkich pieców, stalowni konwertorowej, stalowni elektrycznej, walcowni i walcarek wykańczających, </li><li>produkcję surówki odlewniczej i surówki zwierciadlistej w gąskach, blokach i pozostałych formach podstawowych, </li><li>produkcję żelazostopów, </li><li>produkcję żeliwa lub stali przez bezpośrednią redukcję rud żelaza lub innych gąbczastych produktów zawierających żelazo, </li><li>produkcję żelaza wyjątkowej czystości w procesie elektrolizy lub innych procesach chemicznych, </li><li>przetapianie wybrakowanych wlewków z żeliwa lub stali, </li><li>produkcję granulatu i proszku z żeliwa lub stali, </li><li>produkcję stali w postaci wlewków i innych form podstawowych, </li><li>produkcję półproduktów z żeliwa lub stali, </li><li>produkcję wyrobów płaskich walcowanych na gorąco i na zimno ze stali, </li><li>produkcję sztab i prętów, ze stali, walcowanych na gorąco, </li><li>produkcję kątowników, kształtowników i innych profili otwartych ze stali walcowanych na gorąco, </li><li>produkcję ścianek szczelnych (grodzic) i kształtowników spawanych, </li><li>produkcję elementów konstrukcyjnych torów kolejowych ze stali. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji prętów poprzez ciągnienie na zimno, sklasyfikowanej w 24.31.Z. </li></ul></body>"""
"""176"";""24.20.Z"";""Produkcja rur, przewodów, kształtowników zamkniętych i łączników, ze stali"";""<body><h2>24.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję rur bez szwu o kołowym lub niekołowym przekroju poprzecznym, otrzymanych z półwyrobów o kołowym przekroju poprzecznym, do dalszej obróbki przez walcowanie na gorąco, wytłaczanie na gorąco lub z wykorzystaniem innego procesu obróbki na gorąco, lub z półproduktu, który może być sztabą lub kęsem, otrzymanymi przez walcowanie na gorąco lub odlewanie ciągłe, </li><li>produkcję rur bez szwu, nawet precyzyjnych, otrzymanych z półwyrobów walcowanych na gorąco lub wytłaczanych na gorąco poddanych dalszej obróbce, poprzez ciągnienie na zimno lub przez walcowanie na zimno rur o kołowym przekroju poprzecznym, oraz poprzez ciągnienie na zimno jedynie rur o niekołowym przekroju poprzecznym i profilów drążonych, </li><li>produkcję rur spawanych o przekroju poprzecznym przekraczającym 406,4 mm, formowanych na zimno z walcowanych na gorąco wyrobów płaskich i spawanych wzdłużnie lub spiralnie, włączając kształtowniki zamknięte, </li><li>produkcję rur spawanych o przekroju poprzecznym 406,4 mm lub mniejszym o kołowym przekroju poprzecznym, przez formowanie ciągłe na zimno lub gorąco arkuszy walcowanych i wyrobów płaskich walcowanych na zimno lub gorąco produktów walcowanych na zimno i spawanych wzdłużnie lub spiralnie, i o niekołowym przekroju poprzecznym poprzez formowanie do kształtu na zimno lub gorąco z walcowanych na zimno lub gorąco arkuszy spawanych wzdłużnie, włączając kształtowniki zamknięte, </li><li>produkcję spawanych rur precyzyjnych o przekroju poprzecznym 406,4 mm lub mniejszym, przez formowanie na zimno lub gorąco taśm walcowanych na zimno lub gorąco oraz spawanych wzdłużnie, i przekazywanych jako spawane lub poddanych dalszej obróbce poprzez ciągnienie na zimno, walcowanie na zimno lub formowanie do kształtu rur o niekołowym przekroju poprzecznym, </li><li>produkcję płaskich kołnierzy i kołnierzy z pierścieniami kutymi w procesie walcowania na gorąco płaskich wyrobów ze stali, </li><li>produkcję spawanych doczołowo łączników, takich jak kolanka i reduktory, przez kucie walcowanych na gorąco stalowych rur bez szwu,</li><li> produkcję elementów gwintowanych i pozostałych stalowych łączników rurowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji rur bez szwu, ze staliwa odlewanego odśrodkowo, sklasyfikowanej w 24.52.Z. </li></ul></body>"""
"""177"";""24.31.Z"";""Produkcja prętów ciągnionych na zimno"";""<body><h2>24.31.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję stalowych sztab, prętów i pozostałych wyrobów ze stali poprzez ciągnienie na zimno, szlifowanie lub łuszczenie. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji drutów poprzez ciągnienie, sklasyfikowanej w 24.34.Z. </li></ul></body>"""
"""178"";""24.32.Z"";""Produkcja wyrobów płaskich walcowanych na zimno"";""<body><h2>24.32.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję walcowanych płaskich wyrobów ze stali, powlekanych lub niepowlekanych, w zwojach lub w postaci płaskich taśm, o szerokości &lt, 600 mm, poprzez powtórne walcowanie na zimno płaskich wyrobów walcowanych na gorąco lub z prętów stalowych. </li></ul></body>"""
"""179"";""24.33.Z"";""Produkcja wyrobów formowanych na zimno"";""<body><h2>24.33.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję otwartych kształtowników stalowych poprzez kształtowanie stopniowe w walcowniach lub przy pomocy prasy wyrobów walcowanych płaskich stalowych, </li><li>produkcję formowanych i składanych na zimno arkuszy profilowanych (żeberkowanych) i płyt wielowarstwowych. </li></ul></body>"""
"""180"";""24.34.Z"";""Produkcja drutu"";""<body><h2>24.34.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję drutów ze stali poprzez ciągnienie na zimno stalowych prętów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji sztab i pełnych kształtowników ze stali, poprzez ciągnienie, sklasyfikowanej w 24.31.Z, </li><li>produkcji wyrobów wykonanych z drutu, sklasyfikowanej w 25.93.Z. </li></ul></body>"""
"""181"";""24.41.Z"";""Produkcja metali szlachetnych"";""<body><h2>24.41.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję podstawowych metali szlachetnych, takich jak: złoto, srebro, platyna itp. poprzez oczyszczanie rudy i złomu metali szlachetnych, nawet obrobionych plastycznie, </li><li>produkcję stopów metali szlachetnych, </li><li>produkcję półproduktów z metali szlachetnych, </li><li>produkcję metali nieszlachetnych platerowanych srebrem, </li><li>produkcję metali nieszlachetnych lub srebra, platerowanych złotem,</li><li>produkcję złota, srebra lub metali nieszlachetnych, platerowanych platyną lub metalami z grupy platynowców, </li><li>produkcję drutów z ww. metali, poprzez ciągnienie, </li><li>produkcję laminatów z folii z metali szlachetnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji miedzi, sklasyfikowanej w 24.44.Z, </li><li>odlewnictwa metali nieżelaznych, sklasyfikowanego w 24.53.Z, 24.54.A, 24.54.B, </li><li>produkcji biżuterii z metali szlachetnych, sklasyfikowanej w 32.12.Z. </li></ul></body>"""
"""182"";""24.43.Z"";""Produkcja ołowiu, cynku i cyny"";""<body><h2>24.43.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję ołowiu, cynku, cyny z rud, </li><li>produkcję ołowiu, cynku, cyny w procesie rafinacji elektrolitycznej odpadów lub złomu ołowiu, cynku i cyny, </li><li>produkcję stopów ołowiu, cynku i cyny, </li><li>produkcję półproduktów z ołowiu, cynku i cyny, </li><li>produkcję drutów z ww. metali, poprzez ciągnienie, </li><li>produkcję folii cynkowej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>odlewnictwa metali nieżelaznych, sklasyfikowanego w 24.53.Z, 24.54.A i 24.54.B. </li></ul></body>"""
"""183"";""24.44.Z"";""Produkcja miedzi"";""<body><h2>24.44.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję miedzi z rud, </li><li>produkcję miedzi w procesie rafinacji elektrolitycznej odpadów lub złomu miedzi, </li><li>produkcję stopów miedzi, </li><li>produkcję drutu i taśmy miedzianej do bezpieczników, </li><li>produkcję półproduktów z miedzi, </li><li>produkcje kamienia miedziowego, </li><li>produkcję drutów z miedzi, poprzez ciągnienie. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>odlewnictwa metali nieżelaznych, sklasyfikowanego w 24.53.Z, 24.54.A i 24.54.B. </li></ul></body>"""
"""184"";""24.45.Z"";""Produkcja pozostałych metali nieżelaznych"";""<body><h2>24.45.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję chromu, manganu, niklu itp. z rud lub z tlenków, </li><li>produkcję chromu, manganu, niklu itp. w procesie rafinacji elektrolitycznej lub aluminotermicznej odpadów lub złomu chromu, manganu, niklu itp., </li><li>produkcję stopów chromu, manganu, niklu itp., </li><li>produkcję półproduktów z chromu, manganu, niklu itp., </li><li>produkcję kamienia niklowego, </li><li>produkcję drutów z ww. metali, poprzez ciągnienie. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>odlewnictwa metali nieżelaznych, sklasyfikowanego w 24.53.Z, 24.54.A i 24.54.B. </li></ul></body>"""
"""185"";""24.46.Z"";""Wytwarzanie paliw jądrowych"";""<body><h2>24.46.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję uranu z blendy smolistej i pozostałych rud, </li><li>wytapianie i rafinację uranu. </li></ul></body>"""
"""186"";""24.51.Z"";""Odlewnictwo żeliwa"";""<body><h2>24.51.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>odlewnictwo półwyrobów z żeliwa, </li><li>odlewnictwo odlewów z żeliwa szarego, </li><li>odlewnictwo odlewów z żeliwa sferoidalnego, </li><li>odlewnictwo wyrobów z żeliwa ciągliwego, </li><li>produkcję rur i złączek odlewanych z żeliwa. </li></ul></body>"""
"""187"";""24.52.Z"";""Odlewnictwo staliwa"";""<body><h2>24.52.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>odlewnictwo półwyrobów ze staliwa, </li><li>odlewnictwo części ze staliwa, </li><li>produkcję rur i złączek ze staliwa, </li><li>produkcję rur bez szwu w procesie odlewania odśrodkowego. </li></ul></body>"""
"""188"";""24.53.Z"";""Odlewnictwo metali lekkich"";""<body><h2>24.53.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>odlewnictwo półwyrobów z aluminium, magnezu, tytanu itp., </li><li>odlewnictwo części z metali lekkich. </li></ul></body>"""
"""189"";""25.11.Z"";""Produkcja konstrukcji metalowych i ich części"";""<body><h2>25.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję metalowych szkieletów konstrukcji dla budownictwa i ich części (wieży, masztów, kratownic, mostów itp.), </li><li>produkcję metalowych szkieletów konstrukcyjnych dla przemysłu (szkieletów dla pieców hutniczych, urządzeń dźwigowych i podnośnikowych itp.), </li><li>produkcję prefabrykowanych budynków, głównie z metalu, takich jak: </li></ul><ol><li>baraki instalowane na miejscu budowy, modułowe elementy pawilonów wystawowych itp. </li></ol><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji części dla kotłów okrętowych i energetycznych, sklasyfikowanej w 25.30.Z, </li><li>produkcji gotowych elementów torów kolejowych, sklasyfikowanej w 25.99.Z, </li><li>produkcji sekcji statków, sklasyfikowanej w 30.11.Z. </li></ul></body>"""
"""190"";""25.12.Z"";""Produkcja metalowych elementów stolarki budowlanej"";""<body><h2>25.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję metalowych drzwi, okien i ich ram, okiennic, żaluzji, bram, </li><li>produkcję metalowych ścianek działowych mocowanych do podłogi. </li></ul></body>"""
"""191"";""25.21.Z"";""Produkcja grzejników i kotłów centralnego ogrzewania"";""<body><h2>25.21.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji pieców elektrycznych i podgrzewaczy wody, sklasyfikowanej w 27.51.Z. </li></ul></body>"""
"""192"";""25.29.Z"";""Produkcja pozostałych zbiorników, cystern i pojemników metalowych"";""<body><h2>25.29.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję zbiorników, cystern i podobnych pojemników metalowych, wykorzystywanych do magazynowania i przy produkcji, </li><li>produkcję pojemników metalowych do przechowywania sprężonego lub ciekłego gazu. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji metalowych beczek, bębnów, puszek, wiader, pudełek i podobnych wyrobów o pojemności &lt,= 300 litrów, sklasyfikowanej w 25.91.Z, 25.92.Z, </li><li>produkcji kontenerów przystosowanych do przewozu środkami transportu, sklasyfikowanej w 29.20.Z. </li></ul></body>"""
"""193"";""25.30.Z"";""Produkcja wytwornic pary, z wyłączeniem kotłów do centralnego ogrzewania gorącą wodą"";""<body><h2>25.30.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję kotłów wytwarzających parę wodną lub inne rodzaje pary, </li><li>produkcję pomocniczych urządzeń do kotłów parowych, takich jak: </li></ul><ol><li>skraplacze, odzyskiwacze, podgrzewacze, kolektory i zasobniki pary, </li></ol><ul><li>produkcję reaktorów jądrowych, z wyłączeniem separatorów izotopów, </li><li>produkcję części kotłów okrętowych i energetycznych, </li><li>produkcję systemów rurowych ciśnieniowych lub pozostałych systemów rurowych, włączając projekty techniczne i prace konstrukcyjne. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji grzejników i kotłów centralnego ogrzewania, sklasyfikowanej w 25.21.Z, </li><li>produkcji zespołów turbinowo-kotłowych, sklasyfikowanej w 28.11.Z, </li><li>produkcji maszyn i urządzeń do rozdzielania izotopów, sklasyfikowanej w 28.99.Z. </li></ul></body>"""
"""194"";""25.40.Z"";""Produkcja broni i amunicji"";""<body><h2>25.40.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję broni ciężkiej (armat, dział ruchomych, wyrzutni rakietowych, wyrzutni torped, ciężkich karabinów maszynowych), </li><li>produkcję broni ręcznej (rewolwerów, strzelb, ręcznych karabinów maszynowych), </li><li>produkcję broni pneumatycznej lub gazowej, </li><li>produkcję amunicji bojowej, </li><li>produkcję broni i amunicji myśliwskiej, sportowej i obronnej, </li><li>produkcję bomb, min, torped i podobnych wyrobów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji spłonek, detonatorów lub rakiet sygnalizacyjnych, sklasyfikowanej w 20.51.Z, </li><li>produkcji szabli, szpad, bagnetów itp., sklasyfikowanej w 25.71.Z, </li><li>produkcji opancerzonych pojazdów do transportu pieniędzy i kosztowności, sklasyfikowanej w 29.10.E, </li><li>produkcji statków kosmicznych, sklasyfikowanej w 30.30.Z, </li><li>produkcji czołgów i pozostałych pojazdów bojowych, sklasyfikowanej w 30.40.Z. </li></ul></body>"""
"""195"";""25.50.Z"";""Kucie, prasowanie, wytłaczanie i walcowanie metali, metalurgia proszków"";""<body><h2>25.50.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>kucie, prasowanie, wytłaczanie i walcowanie metali, </li><li>metalurgię proszków: wykonywanie elementów metalowych bezpośrednio z proszków metali na drodze obróbki termicznej (spiekania) lub pod ciśnieniem. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji proszku metali, sklasyfikowanej w odpowiednich podklasach grup 24.1, 24.2. </li></ul></body>"""
